Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
154,0242-7,tyz-WC0YVco,Multiple-choice Question with a Single Correct Answer,Character Reaction Causality,"What made the two orange cats jump away in the kitchen scene?
A. A toy snake
B. A loud noise
C. A sudden light
D. A party blower",60.05,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/tyz-WC0YVco,"```python
[
    'What are the actions of the two orange cats in the kitchen scene?',
    'What is the source of the disturbance in the kitchen scene?',
    'Is there a toy snake present in the kitchen scene?',
    'Is there a loud noise occurring in the kitchen scene?',
    'Is there a sudden light in the kitchen scene?',
    'Is there a party blower in the kitchen scene?',
    'What is the overall context of the kitchen scene?'
]
```"
155,0248-0,jfE_el65Sv0,Primary Open-ended Question,Local Event Attribute,What is the person in the foreground doing in the video?,12.16,Please state your answer with a brief explanation.,,https://youtube.com/shorts/jfE_el65Sv0,"```python
[
    'What is the main action being performed by the person in the foreground?',
    'What is the context or setting of the video?',
    'Are there any notable objects or elements in the foreground that relate to the person\'s action?',
    'Is there any interaction between the person in the foreground and other individuals or objects?',
    'What emotions or expressions are visible on the person\'s face while performing the action?'
]
```"
156,0248-1,jfE_el65Sv0,Paraphrased Open-ended Question,Local Event Attribute,What activity is the person in the foreground engaged in during the video?,12.16,Please state your answer with a brief explanation.,,https://youtube.com/shorts/jfE_el65Sv0,"```python
[
    'What is the main activity being performed by the person in the foreground?',
    'What objects or tools is the person in the foreground using during the activity?',
    'What is the context or setting of the activity being performed?',
    'Are there any other people present in the video, and what are they doing?',
    'What emotions or expressions are visible on the person in the foreground?',
    'Is there any notable background action that relates to the activity?'
]
```"
157,0248-2,jfE_el65Sv0,Correctly-led Open-ended Question,Local Event Attribute,Is the person in the foreground painting a hyperrealistic image of a wet-haired woman?,12.16,Please state your answer with a brief explanation.,,https://youtube.com/shorts/jfE_el65Sv0,"```python
[
    'Is there a person in the foreground of the image?',
    'What is the person in the foreground doing?',
    'Is the subject of the painting a woman?',
    'Does the woman have wet hair in the painting?',
    'How realistic does the painting appear to be?'
]
```"
158,0248-3,jfE_el65Sv0,Wrongly-led Open-ended Question,Local Event Attribute,"Is the person in the foreground under running water, as suggested by the water droplets on their face?",12.16,Please state your answer with a brief explanation.,,https://youtube.com/shorts/jfE_el65Sv0,"```python
[
    'Is there any visible water source in the image?',
    'Are there water droplets on the person\'s face?',
    'What is the position of the person in relation to the water source?',
    'Is the person in a stance or position that suggests they are being sprayed or splashed with water?',
    'Are there any other indicators in the image that suggest the presence of running water?'
]
```"
159,0248-7,jfE_el65Sv0,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"What is the person in the foreground doing?
A. Applying makeup
B. Painting a image
C. Taking a shower
D. Sleeping",12.16,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/jfE_el65Sv0,"```python
[
    ""What is the activity of the person in the foreground?"",
    ""Is the person in the foreground applying makeup?"",
    ""Is the person in the foreground painting an image?"",
    ""Is the person in the foreground taking a shower?"",
    ""Is the person in the foreground sleeping?"",
    ""Is the person in the foreground doing something else?""
]
```"
160,0251-0,-HAFFvsDCr4,Primary Open-ended Question,Objective Causality,"At the end of the video, why does the ball fall off the disc?",,Please state your answer with a brief explanation.,,https://youtube.com/shorts/-HAFFvsDCr4,"```python
[
    'What is the position of the ball on the disc at the end of the video?',
    'What is the angle of the disc at the end of the video?',
    'Are there any external forces acting on the ball at the end of the video?',
    'What is the motion of the ball just before it falls off the disc?',
    'What is the relationship between the ball and the disc at the moment it falls off?'
]
```"
161,0251-1,-HAFFvsDCr4,Paraphrased Open-ended Question,Objective Causality,What causes the ball to fall off the disc at the end of the video?,,Please state your answer with a brief explanation.,,https://youtube.com/shorts/-HAFFvsDCr4,"```python
[
    'What is the position of the ball on the disc at the beginning of the video?',
    'What forces are acting on the ball during the video?',
    'What is the angle of the disc in relation to the horizontal plane?',
    'Are there any movements or changes in the disc that could affect the ball?',
    'What happens to the ball as the disc moves or tilts?',
    'At what point in the video does the ball begin to fall off the disc?',
    'What is the final position of the ball after it falls off the disc?'
]
```"
162,0251-2,-HAFFvsDCr4,Correctly-led Open-ended Question,Objective Causality,Did the ball fall off the disc because it was thrown and inertia carried it to the edge?,,Please state your answer with a brief explanation.,,https://youtube.com/shorts/-HAFFvsDCr4,"```python
[
    'Is the ball on the disc before it is thrown?',
    'What direction is the ball thrown?',
    'What is the position of the ball relative to the edge of the disc after being thrown?',
    'Is there any visible force acting on the ball after it is thrown?',
    'What is the size and shape of the disc?',
    'Is the disc stationary or in motion?',
    'What is the surface of the disc like (e.g., smooth, rough)?',
    'Are there any other objects or forces that could affect the ball after it is thrown?'
]
```"
163,0251-3,-HAFFvsDCr4,Wrongly-led Open-ended Question,Objective Causality,"Did the ball fall off the disc because the disc was tilted, causing it to roll off due to gravity?",,Please state your answer with a brief explanation.,,https://youtube.com/shorts/-HAFFvsDCr4,"```python
[
    'Is the disc tilted or level in the image?',
    'What is the position of the ball in relation to the disc?',
    'Is there any visible force acting on the ball?',
    'What direction is the ball moving, if at all?',
    'Is there any indication of gravity affecting the ball?',
    'Are there any other objects or factors that could influence the ball’s movement?'
]
```"
164,0251-7,-HAFFvsDCr4,Multiple-choice Question with a Single Correct Answer,Objective Causality,"Why does the ball fall off the disc at the end of the video?
A. The disc stops spinning.
B. A girl throws the ball, and inertia carries it to the edge.
C. The straw figures have moved and pushed it off.
D. The disc is tilted.",,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://youtube.com/shorts/-HAFFvsDCr4,"```python
[
    ""What is the position of the disc at the end of the video?"",
    ""Is the disc still spinning at the end of the video?"",
    ""What actions are performed by the girl in the video?"",
    ""What is the position of the ball in relation to the disc at the end of the video?"",
    ""Are there any other objects or figures interacting with the ball or disc?"",
    ""Is the disc tilted at the end of the video?""
]
```"
165,0256-0,uPIpFgh_DPU,Primary Open-ended Question,Event Counting,How many times does the ping-pong ball bounce on the ground in total?,15.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uPIpFgh_DPU,"```python
[
    'How many times does the ping-pong ball bounce in the first segment?',
    'How many times does the ping-pong ball bounce in the second segment?',
    'How many times does the ping-pong ball bounce in the third segment?',
    'Are there any additional bounces that occur outside of the main segments?',
    'What is the total number of bounces calculated from all segments?'
]
```"
166,0256-1,uPIpFgh_DPU,Paraphrased Open-ended Question,Event Counting,What is the total number of times the ping-pong ball hits the ground?,15.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uPIpFgh_DPU,"```python
[
    'How many times does the ping-pong ball hit the ground in the video?',
    'At what points in the video does the ping-pong ball hit the ground?',
    'Is there any variation in the height from which the ping-pong ball is dropped?',
    'Are there any obstacles or factors affecting the ball\'s bounces?',
    'What is the duration of the video showing the ping-pong ball?',
    'Are there any visual indicators or counts shown in the video regarding the ball hitting the ground?'
]
```"
167,0256-2,uPIpFgh_DPU,Correctly-led Open-ended Question,Event Counting,Does the ping-pong ball bounce 17 times on the ground before entering the cup?,15.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uPIpFgh_DPU,"```python
[
    'How many times does the ping-pong ball bounce on the ground before entering the cup?',
    'What is the height of the bounces of the ping-pong ball?',
    'Is there a visual representation of the ball bouncing before it enters the cup?',
    'What is the trajectory of the ping-pong ball as it approaches the cup?',
    'Are there any obstacles that affect the ball’s bounces before it enters the cup?'
]
```"
168,0256-3,uPIpFgh_DPU,Wrongly-led Open-ended Question,Event Counting,Does the ping-pong ball bounce 15 times on the ground as it descends the stairs?,15.35,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/uPIpFgh_DPU,"```python
[
    ""How many times does the ping-pong ball bounce on the ground as it descends the stairs?"",
    ""What is the height of each step of the stairs?"",
    ""What is the initial height from which the ping-pong ball is dropped?"",
    ""What is the material of the ping-pong ball and the surface of the stairs?"",
    ""What is the angle of descent of the stairs?"",
    ""Are there any obstacles on the stairs that could affect the ball's bouncing?""
]
```"
169,0256-7,uPIpFgh_DPU,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times does the ping-pong ball bounce on the ground before entering the cup?
A. 13
B. 10
C. 19
D. 17",15.35,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/uPIpFgh_DPU,"```python
[
    'How many times does the ping-pong ball bounce on the ground in the video?',
    'What is the final position of the ping-pong ball before it enters the cup?',
    'Are there any visual indicators or counts shown in the video regarding the bounces?'
]
```"
170,0259-0,rVfKtPLVaLw,Primary Open-ended Question,Positional Relationship,Which hand did the man use to throw away his hat?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/rVfKtPLVaLw,"```python
[
    ""What is the position of the man's hands when he is throwing away the hat?"",
    ""Which hand is holding the hat before it is thrown away?"",
    ""What direction is the hat being thrown?"",
    ""Is there any indication of which hand is dominant for the man?"",
    ""What is the posture of the man while throwing the hat?""
]
```"
171,0259-1,rVfKtPLVaLw,Paraphrased Open-ended Question,Positional Relationship,With which hand did the man discard his hat?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/rVfKtPLVaLw,"```python
[
    ""What is the position of the man's hands in relation to the hat?"",
    ""Which hand is the man using to discard the hat?"",
    ""Is there any visible action indicating the use of a specific hand?"",
    ""What is the orientation of the man's body while discarding the hat?"",
    ""Are there any other objects or people that might influence the action?""
]
```"
172,0259-2,rVfKtPLVaLw,Correctly-led Open-ended Question,Positional Relationship,Did the man use his left hand to throw away his hat after failing to score?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/rVfKtPLVaLw,"```python
[
    'Is the man using his left hand in the action of throwing away the hat?',
    'What is the position of the hat before it is thrown away?',
    'What is the context of the man failing to score?',
    'What is the expression or body language of the man after failing to score?',
    'Is there any indication of the man’s intention to throw away the hat?'
]
```"
173,0259-3,rVfKtPLVaLw,Wrongly-led Open-ended Question,Positional Relationship,Did the man use his right hand to throw away his hat?,12.52,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/rVfKtPLVaLw,"```python
[
    'Is the man using his right hand in the image?',
    'What is the position of the hat in relation to the man?',
    'Is the man throwing the hat away or performing another action?',
    'What is the direction of the man\'s right hand during the action?'
]
```"
174,0259-7,rVfKtPLVaLw,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which hand did the man use to throw away his hat?
A. Both hands
B. Neither hand
C. Left hand
D. Right hand",12.52,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/rVfKtPLVaLw,"```python
[
    ""What is the position of the man's hands when he throws away his hat?"",
    ""Which hand is the hat held in before it is thrown away?"",
    ""What is the action performed by the man when throwing away the hat?"",
    ""Is there any indication of the use of both hands during the action?"",
    ""Is there any indication of the use of neither hand during the action?"",
    ""Is there a clear distinction between the left hand and the right hand in the action?""
]
```"
175,0266-0,9yC-paTJvkE,Primary Open-ended Question,Positional Relationship,Which thumb is the yellow rubber band fully looped around?,19.03,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9yC-paTJvkE,"```python
[
    ""What is the position of the yellow rubber band in relation to the thumbs?"",
    ""Which thumb is the yellow rubber band looped around?"",
    ""Is the yellow rubber band fully looped around one thumb or partially around both?"",
    ""What is the color of the rubber band and how does it contrast with the thumbs?"",
    ""Are there any other objects or fingers involved that might affect the positioning of the rubber band?""
]
```"
176,0266-1,9yC-paTJvkE,Paraphrased Open-ended Question,Positional Relationship,Around which thumb is the yellow rubber band completely wrapped?,19.03,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9yC-paTJvkE,"```python
[
    'How many thumbs are visible in the image?',
    'What is the color of the rubber band?',
    'Which thumb is the yellow rubber band wrapped around?',
    'Is the rubber band wrapped tightly or loosely around the thumb?',
    'Are there any other objects or fingers near the thumb with the rubber band?'
]
```"
177,0266-2,9yC-paTJvkE,Correctly-led Open-ended Question,Positional Relationship,Is the yellow rubber band fully looped around the left thumb?,19.03,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9yC-paTJvkE,"```python
[
    ""Is the yellow rubber band present in the image?"",
    ""What is the position of the yellow rubber band in relation to the left thumb?"",
    ""Is the yellow rubber band touching the left thumb?"",
    ""Is the yellow rubber band completely encircling the left thumb?"",
    ""Are there any gaps in the yellow rubber band around the left thumb?""
]
```"
178,0266-3,9yC-paTJvkE,Wrongly-led Open-ended Question,Positional Relationship,Is the yellow rubber band fully looped around the right thumb?,19.03,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/9yC-paTJvkE,"```python
[
    ""Is the yellow rubber band present in the image?"",
    ""What is the position of the yellow rubber band in relation to the right thumb?"",
    ""Is the yellow rubber band touching the right thumb?"",
    ""Is the yellow rubber band completely encircling the right thumb?"",
    ""Are there any gaps in the yellow rubber band around the right thumb?""
]
```"
179,0266-7,9yC-paTJvkE,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Which thumb is the yellow rubber band fully looped around?
A. Neither thumb
B. Both thumbs
C. Right thumb
D. Left thumb",19.03,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/9yC-paTJvkE,"```python
[
    ""What is the position of the yellow rubber band in relation to the thumbs?"",
    ""Is the yellow rubber band looped around the right thumb?"",
    ""Is the yellow rubber band looped around the left thumb?"",
    ""Is the yellow rubber band looped around both thumbs?"",
    ""Is the yellow rubber band not looped around either thumb?""
]
```"
180,0267-0,Drp2PBktp7U,Primary Open-ended Question,Element Attributes (Optical Illusion),What is the first person in the video doing?,16.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Drp2PBktp7U,"```python
[
    'What is the identity of the first person in the video?',
    'What specific actions is the first person performing in the video?',
    'What is the context or setting in which the first person is acting?',
    'Are there any notable expressions or emotions displayed by the first person?',
    'How does the first person interact with their environment or other individuals in the video?'
]
```"
181,0267-1,Drp2PBktp7U,Paraphrased Open-ended Question,Element Attributes (Optical Illusion),What action is the first person in the video performing?,16.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Drp2PBktp7U,"```python
[
    'What is the identity of the first person in the video?',
    'What specific action is the first person performing?',
    'What is the context or setting in which the first person is performing the action?',
    'Are there any notable details or expressions on the first person while performing the action?'
]
```"
182,0267-2,Drp2PBktp7U,Correctly-led Open-ended Question,Element Attributes (Optical Illusion),Is the person in the video creating an illusion by laying on the basketball court?,16.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Drp2PBktp7U,"```python
[
    'What is the position of the person in relation to the basketball court?',
    'What is the appearance of the basketball court?',
    'Are there any visual effects or props used by the person?',
    'What is the expression or body language of the person?',
    'Is there any movement or action that suggests an illusion?',
    'What is the overall context of the scene in the video?'
]
```"
183,0267-3,Drp2PBktp7U,Wrongly-led Open-ended Question,Element Attributes (Optical Illusion),Is the person in the video jumping or leaping in the air?,16.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/Drp2PBktp7U,"```python
[
    'What is the position of the person in the video?',
    'What is the height of the person above the ground?',
    'What is the body posture of the person during the action?',
    'Is the person using their legs to propel themselves?',
    'What is the distance covered by the person in the air?',
    'Are there any visual indicators that suggest jumping or leaping?'
]
```"
184,0267-7,Drp2PBktp7U,Multiple-choice Question with a Single Correct Answer,Element Attributes (Optical Illusion),"What is the first person in the video doing?
A. Laying down on a basketball court.
B. Sitting on the ground.
C. Jumping in the air.
D. Running across the court.",16.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/Drp2PBktp7U,"```python
[
    ""What is the position of the first person in the video?"",
    ""What is the activity of the first person in the video?"",
    ""Is the first person in motion or stationary?"",
    ""What objects or surroundings are present in the video that may influence the first person's action?""
]
```"
185,0273-0,zn3MNXMIdDk,Primary Open-ended Question,Element Attributes,"After solving the Rubik's Cube, which color is facing up?",11.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zn3MNXMIdDk,"```python
[
    'What are the colors on the faces of the Rubik\'s Cube after it has been solved?',
    'Which color is on the top face of the Rubik\'s Cube?',
    'Can you describe the orientation of the cube after it has been solved?'
]
```"
186,0273-1,zn3MNXMIdDk,Paraphrased Open-ended Question,Element Attributes,What color is on the top face of the Rubik's Cube after it is solved?,11.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zn3MNXMIdDk,"```python
[
    'What is the color of the top face of a solved Rubik\'s Cube?',
    'What does a solved Rubik\'s Cube look like?',
    'Are there any specific patterns or arrangements of colors on a solved Rubik\'s Cube?'
]
```"
187,0273-2,zn3MNXMIdDk,Correctly-led Open-ended Question,Element Attributes,Is the top color of the solved Rubik's Cube white?,11.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zn3MNXMIdDk,"```python
[
    ""What color is the top face of the Rubik's Cube?"",
    ""Is the top face of the Rubik's Cube labeled as white?"",
    ""Are there any other colors present on the top face of the Rubik's Cube?""
]
```"
188,0273-3,zn3MNXMIdDk,Wrongly-led Open-ended Question,Element Attributes,Is the top color of the solved Rubik's Cube yellow?,11.82,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/zn3MNXMIdDk,"```python
[
    ""What color is the top face of the Rubik's Cube?"",
    ""Is the top face of the Rubik's Cube yellow?"",
    ""What are the colors of the other faces of the Rubik's Cube?"",
    ""Is the Rubik's Cube solved or scrambled?""
]
```"
189,0273-7,zn3MNXMIdDk,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What color is facing up on the solved Rubik's Cube?
A. Yellow
B. White
C. Blue
D. Green",11.82,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/zn3MNXMIdDk,"```python
[
    ""What color is on the top face of the Rubik's Cube in the video?"",
    ""Is the top face of the Rubik's Cube yellow?"",
    ""Is the top face of the Rubik's Cube white?"",
    ""Is the top face of the Rubik's Cube blue?"",
    ""Is the top face of the Rubik's Cube green?"",
    ""Is the top face of the Rubik's Cube none of the above?""
]
```"
190,0274-0,GYTGrhKbo0g,Primary Open-ended Question,Element Counting,How many people appear in the video in total?,22.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GYTGrhKbo0g,"```python
[
    'How many distinct individuals are present in the video?',
    'Are there any groups of people that should be counted as one?',
    'Is there any overlapping or repeated appearance of individuals throughout the video?'
]
```"
191,0274-1,GYTGrhKbo0g,Paraphrased Open-ended Question,Element Counting,What is the total number of individuals visible in the video?,22.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GYTGrhKbo0g,"```python
[
    'How many individuals are present in the video?',
    'Are there any individuals that are partially visible or obscured?',
    'Are there any groups of individuals that should be counted as separate individuals?',
    'Is there any movement or action that indicates the presence of additional individuals?',
    'Are there any objects or elements in the video that might be mistaken for individuals?'
]
```"
192,0274-2,GYTGrhKbo0g,Correctly-led Open-ended Question,Element Counting,"Is the total number of people in the video seven, considering the changes in camera angles and dance movements?",22.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GYTGrhKbo0g,"```python
[
    'How many people are visible in the video at any given time?',
    'Are there any camera angles that show the same person multiple times?',
    'What are the dance movements of each person in the video?',
    'Are there any moments where people are obscured or not visible due to camera angles?',
    'Is there any indication of people entering or exiting the scene throughout the video?'
]
```"
193,0274-3,GYTGrhKbo0g,Wrongly-led Open-ended Question,Element Counting,"Is the total number of people in the video six, based on the visible individuals in the frames?",22.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/GYTGrhKbo0g,"```python
[
    'How many individuals are visible in the first frame?',
    'How many individuals are visible in the second frame?',
    'How many individuals are visible in the third frame?',
    'Are there any individuals that appear in multiple frames?',
    'Is there any indication of additional individuals off-screen or not visible in the frames?'
]
```"
194,0274-7,GYTGrhKbo0g,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many people are in the video?
A. Six
B. Eight
C. Seven
D. Five",22.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/GYTGrhKbo0g,"```python
[
    'How many distinct individuals are present in the video?',
    'Are there any groups of people that could be counted as one?',
    'Is there any moment in the video where people enter or exit the scene?',
    'Are there any objects or elements in the video that could be mistaken for people?'
]
```"
195,0276-0,PZad6gF_4Kk,Primary Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is there any video editing effects used to help make the illusion believable?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PZad6gF_4Kk,"```python
[
    'What video editing effects are present in the video?',
    'How do these effects contribute to the overall illusion?',
    'Are there specific techniques used to enhance realism?',
    'What is the purpose of each identified effect in relation to the illusion?'
]
```"
196,0276-1,PZad6gF_4Kk,Paraphrased Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),What techniques are used to create the illusion of the pen passing under the cube?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PZad6gF_4Kk,"```python
[
    'What is the position of the pen in relation to the cube at the start of the action?',
    'What is the position of the pen in relation to the cube at the end of the action?',
    'What visual elements are present that may contribute to the illusion?',
    'Are there any specific angles or perspectives used in the scene?',
    'What techniques are used in the lighting or shading of the objects?',
    'Is there any motion or animation involved that affects the perception of the pen and cube?',
    'Are there any additional objects or backgrounds that influence the illusion?'
]
```"
197,0276-2,PZad6gF_4Kk,Correctly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Does the illusion rely on video editing effects like masking to make the pen appear to pass under the cube?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PZad6gF_4Kk,"```python
[
    'Is there any visible masking effect in the video?',
    'Does the pen appear to pass under the cube in a continuous motion?',
    'Are there any cuts or edits in the video that suggest manipulation?',
    'What is the position of the pen relative to the cube at different frames?',
    'Is there any visual distortion or alteration around the cube or pen?',
    'Are there any indicators of video editing techniques used in the scene?'
]
```"
198,0276-3,PZad6gF_4Kk,Wrongly-led Open-ended Question,Objective Causality (Videography Phenomenon & Illusion),Is the illusion created solely through skillful drawing and perspective without any video editing?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/PZad6gF_4Kk,"```python
[
    'Is there any video editing present in the visual?',
    'What techniques are used in the drawing and perspective?',
    'Can the illusion be achieved through drawing alone?',
    'What specific elements indicate skillful drawing and perspective?',
    'Are there any signs of digital manipulation in the visual?'
]
```"
199,0276-7,PZad6gF_4Kk,Multiple-choice Question with a Single Correct Answer,Objective Causality (Videography Phenomenon & Illusion),"What techniques are used to create the illusion of the pen passing under the cube?
A. Only skillful drawing and perspective
B. Video editing effects and skillful drawing
C. None of the above
D. Only video editing effects",14.98,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/PZad6gF_4Kk,"```python
[
    ""What visual techniques are used in the video to create the illusion?"",
    ""Are there any drawing techniques demonstrated in the video?"",
    ""Are there any video editing effects shown in the video?"",
    ""Is there a combination of both drawing and video editing effects used?"",
    ""What is the overall context of the illusion being created in the video?""
]
```"
200,0278-0,JsAcQsidyIA,Primary Open-ended Question,Element Attributes,What color is the writing on the paper in the video?,46.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JsAcQsidyIA,"```python
[
    'What is the color of the writing on the paper in the video?',
    'Is the writing clear and legible?',
    'Are there any other colors present on the paper?',
    'What is the background color of the paper?',
    'Is there any additional context or information related to the writing?'
]
```"
201,0278-1,JsAcQsidyIA,Paraphrased Open-ended Question,Element Attributes,What is the color of the text written on the paper in the video?,46.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JsAcQsidyIA,"```python
[
    'What is the content of the text written on the paper in the video?',
    'What is the color of the text on the paper?',
    'Is there any background or context that affects the visibility of the text?',
    'Are there any other colors present on the paper that might influence the perception of the text color?'
]
```"
202,0278-2,JsAcQsidyIA,Correctly-led Open-ended Question,Element Attributes,Is the writing on the paper in the video orange?,46.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JsAcQsidyIA,"```python
[
    'What color is the writing on the paper in the video?',
    'Is the writing specifically orange in color?',
    'Are there any other colors present in the writing on the paper?',
    'What is the background color of the paper that might affect the perception of the writing color?'
]
```"
203,0278-3,JsAcQsidyIA,Wrongly-led Open-ended Question,Element Attributes,Is the writing on the paper in the video red?,46.23,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/JsAcQsidyIA,"```python
[
    'What color is the writing on the paper in the video?',
    'Is the writing on the paper clearly visible?',
    'Are there any other colors present on the paper?',
    'Is there any context or background that affects the perception of the writing color?'
]
```"
204,0278-7,JsAcQsidyIA,Multiple-choice Question with a Single Correct Answer,Element Attributes,"What color is the writing on the paper in the video?
A. Orange
B. Blue
C. Red
D. Green",46.23,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/JsAcQsidyIA,"```python
[
    ""What color is the writing on the paper in the video?"",
    ""Is the writing on the paper orange?"",
    ""Is the writing on the paper blue?"",
    ""Is the writing on the paper red?"",
    ""Is the writing on the paper green?"",
    ""Is there any writing on the paper that is not one of the specified colors?""
]
```"
205,0288-0,CiUsdzLLbuE,Primary Open-ended Question,Plot Attribute,Which knife in the video is not easy to use?,60.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CiUsdzLLbuE,"```python
[
    ""How many knives are shown in the video?"",
    ""What are the characteristics of each knife?"",
    ""What specific features make a knife easy or difficult to use?"",
    ""Which knife appears to have the most challenging design or functionality?"",
    ""Are there any demonstrations of using each knife in the video?"",
    ""What feedback or comments are provided about the usability of each knife?""
]
```"
206,0288-1,CiUsdzLLbuE,Paraphrased Open-ended Question,Plot Attribute,Which knife in the video is difficult to use?,60.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CiUsdzLLbuE,"```python
[
    ""How many knives are shown in the video?"",
    ""What are the characteristics of each knife?"",
    ""What actions are performed with each knife?"",
    ""Which knife appears to be used with difficulty?"",
    ""What specific features contribute to the difficulty of using that knife?"",
    ""Are there any comments or reactions from users regarding the difficulty of using the knives?""
]
```"
207,0288-2,CiUsdzLLbuE,Correctly-led Open-ended Question,Plot Attribute,Is the knife with the darker black steel part in the video the one that is not easy to use?,60.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CiUsdzLLbuE,"```python
[
    'What is the appearance of the knife with the darker black steel part?',
    'What are the characteristics of the knife that make it easy or difficult to use?',
    'Are there any specific actions or demonstrations of using the knife in the video?',
    'How does the performance of the darker black steel knife compare to other knives shown in the video?'
]
```"
208,0288-3,CiUsdzLLbuE,Wrongly-led Open-ended Question,Plot Attribute,Is the lighter silver steel knife the one that is not easy to use?,60.05,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/CiUsdzLLbuE,"```python
[
    'What is the appearance of the lighter silver steel knife?',
    'What are the characteristics of the lighter silver steel knife?',
    'What are the features that make a knife easy or not easy to use?',
    'Are there any other knives present for comparison?',
    'What are the appearances and characteristics of the other knives?',
    'What specific aspects of the lighter silver steel knife contribute to its usability?'
]
```"
