video_name,question,answer
v_peiF2E05u8g,Can you describe the activities the girl does in the mall?,"The girl in the video is shown entering a mall, browsing makeup in a shop, getting makeup applied by a beautician, getting her nails painted with flowers, holding up the painted nails to the camera and speaking to it several times, and finally standing near an escalator and speaking to the camera."
v_PzJsoZT2hXk,What are the women doing in the video?,The women in the video are wrapping gifts and putting gift cards in them.
v_A20uQSBtYMs,Can you describe the video content in detail?,"The video titled ""TWIN JAZZ"" starts with a group of men playing saxophones in a darkened room with a banner behind them that reads ""TWIN JAZZ."" A man sitting behind a piano speaks into a microphone before he starts playing the piano, and the saxophone players add to the music. A man plays the guitar while standing behind the saxophone players. The video shows all the musicians playing their instruments. Lastly, the music stops and the saxophone player steps forward to shake hands with the pianist."
v_cECycCDw1Nc,What ingredients are in the sandwich that the woman makes in the video?,"The ingredients of the sandwich shown in the video are French roll, pepperoni, mayonnaise, pizza sauce, cheese, tomato, and shredded lettuce."
v_Q3ZNFGE8PZE,What is happening in the video?,"In the video, a group of boys are dancing in an alley with white gloves and a black umbrella as a prop, while a group of people watch and cheer them on."
v_Rn6_IwckXg4,What is happening in the video?,"In the video, a woman wearing a black coat over a blue top is smoking an e-cigarette with another woman behind her watching. A man wearing a checkered shirt and glasses also smokes an e-cigarette. The video continues as a montage of different people smoking the e-cigarette is shown. A woman wearing a red outfit with a hat is standing next to most of the people."
v_DOI6tsATsE4,What is visible in the background near the wall?,A lamp is visible in the back near the wall.
v_vMcXLYBcHsM,What happens in the video?,"In the video, a man receives a haircut in a well-lit kitchen by a woman using an electric trimmer while a boy cooks something in a pot. The boy also helps cut the hair behind the man's ears using scissors and the trimmer. The man then drinks something from a cup and the video ends with him holding up a peace sign."
v_tt-uDaZQWWc,What happens in the video?,"In the video, a woman is shown shaving another woman’s leg while wearing a yellow T-shirt and multi-colored pajamas. The room is well-lit, and there are some cream and cosmetics bottles beside the woman. The woman getting her legs shaved shakes her hand while making a fist and then shows her hands to the other woman."
v_-6dz6tBH77I,What direction did the man look after throwing the disk?,The man looked towards the direction where he threw the disk.
v_l5ZUUChppHU,Can you describe the video in detail?,"The video is a chopped wood competition with two sets of contestants. The participants are shown in a wood-chopping context, standing over their respective logs in an outdoor arena during the day.  On the left side, the contestants have their wooden blocks laid horizontally on chopping stands while on the right side, contestants assemble wooden blocks on horizontal chopping stands. The contestants are wearing black vests and light-colored trousers. People can be seen on seats on either side. A bridge can be seen in the back. The contestants start chopping wood and some players on the left finish before the players on the right. The first player on the left side heads over to the right side and speaks to another contestant."
v_X5kj4fZ38rc,What is the woman wearing in the video?,The woman in the video is wearing a dark blue printed top.
v_-uJnucdW6DY,Can you describe the video content in detail?,"The video shows a group of kids playing in a grassy field surrounded by a metal fence with towering light poles. The field is bordered by trees and there are cars parked outside. Throughout the video, the kids throw a ball to one another, with one child throwing the ball, another kicking it, and yet another catching it and bumping it into someone else. At one point, a kid kicks the ball far back where a girl is unable to catch it. This same pattern continues for the rest of the video. "
v_OESjoURo19U,What activity are the kids doing in the video?,The kids are playing dodgeball on an indoor basketball court.
v_ROrLMf0zXko,Can you describe the video in detail?,"The video starts with text on a white screen and then transitions to a street scene during the daytime. There are many people standing around a black and white mat, and a man in a white outfit is preparing to breakdance. Stores line the sidewalk. The man, wearing a white t-shirt and track pants, dances briefly before stepping onto the mat and performing a breakdancing move called the helicopter spin. He spins while holding himself up with one hand, showing off his impressive breakdancing skills."
v_wEehiYq9ttE,What is the woman doing while getting her shoes cleaned?,The woman is dancing as she is getting her shoes cleaned.
v_Gvc1z9qypFQ,What is the color of the jerseys worn by the two opposing teams playing hockey?,"One team is wearing a maroon jersey with numbers on the back and black shorts, while the other team is wearing a red jersey with numbers on the back and black shorts."
v_uIcMgjypbqk,What kind of musical instrument was the man standing in the bright light holding?,"The man standing in the bright light was holding a musical instrument, but the given information does not specify what type of instrument it was."
v_jEOtcfk220s,What is happening in the video?,"The video shows a women's volleyball match being played in a light wood school gymnasium with white walls and bleachers. The players on the left are wearing blue uniforms, and a referee is visible in the middle standing on a platform over the net. The players volley the ball back and forth until the team on the right misses a hit, and the video ends as the team on the left wins the exchange."
v_ZSdnDVGXU3k,What is the specific gymnastics event being performed in the video?,The gymnastics event being performed in the video is the balance beam routine.
v_eS-VU_XV1K8,What type of flooring does the studio have and what is mounted on the wall to the left of the instructor?,The studio has wooden flooring and a large speaker is mounted on the wall to the left of the instructor.
v_-nl4G-00PtA,Can you describe what happens in the video?,"In the video, a shirtless man is seen washing dishes in a kitchen sink while light streams through a window in front of him. Behind him, there is a visible curtain. Suddenly, a woman wearing an orange top walks up to the man and throws a few items into the sink, startles him, and he steps away. Unfortunately, without further information, it is difficult to ascertain the context of the video."
v_34SBoGK8mT8,What does the little girl do after running towards the camera?,The little girl immediately goes to the hopscotch court drawn on the ground behind her.
v_oncTwYfvCD8,What are the different venues featured in the video where the man demonstrates martial arts movements?,"The man is seen demonstrating martial arts movements in a well-lit studio, on the lawn outdoors during daytime, and in an indoor venue with people observing him."
v_R_JKmGmURvA,Can you describe the process the man in the video follows to make a cocktail?,"In the video, the man wearing a black polo shirt and shorts places a cocktail mixer on the left side of the camera. He starts making a cocktail by adding some ice cubes, and then pours Jin and other liquors into the mixer. He also adds some fresh-squeezed lemon juice into the mixer before shaking it vigorously. Finally, he pours the cocktail into cocktail glasses and takes a drink."
v_SLHPvKh-_x8,Can you describe the video in detail?,"The video begins with the text 'Infection Control' displayed on a black screen, followed by a woman wearing a black top sitting in an examination room and addressing the camera. The room is well-lit, and there is an exam table next to her. The camera then shifts to the woman walking towards a sink where she demonstrates how to wash hands effectively using liquid soap dispensed from a soap dispenser located near the sink. She then turns off the tap and takes tissue paper from a tissue paper dispenser above the sink to dry her hands. Finally, as the video ends, she throws the tissue that was used in a trash can nearby. This video can serve as an aid to educate people on infection control practices."
v_MgjxjBxGrQU,What happens in the video?,"In the video, three men dressed in Mario, Luigi, and green Luigi costumes smoke and speak to each other while dancing in a room with a well-lit yellow sheet-covered back wall and a guitar poster. They share and take turns smoking a hookah and blow smoke at each other. The video ends with a slideshow of the three men in different poses."
v_ks018ZYzrx4,Can you describe the video in detail?,"Sure, the video starts with the text 'Arenacross 2012' appearing on a black screen. Then, the video shows a montage filmed from inside a camper van passing through various locations, including a bridge over a river and an intersection. Afterwards, a boy wearing a black jacket, cap, and sunglasses is seen pushing a dirtbike, and a clip of a green dirtbike with the number '2' is shown. Next, the video takes us inside an indoor dirt biking arena filled with spectators, with a jumbotron fixed to the middle of the ceiling. We see bikers riding through berms and turning at the end of the bike path. The camera then shows some clips of different scenes from the camper, such as a little boy in a helmet and safety gear walking around. The video then goes back to the dirt bike arena, showing earth movers preparing the berms, people walking around, and different scenes of bikers. After that, the video shows two boys riding dirt bikes in a field, doing doughnuts and posing in front of the camera. Finally, we see kids racing at the dirt bike arena, and the video ends with an image of two boys posing in front of their dirt bikes."
v_QY3q4DuiGq8,Can you describe the video of the girl in blue outfit throwing a discus in a competition?,"In the video, a girl dressed in a blue outfit is seen standing inside a throwing circle located within a practice net. The scene appears to be a discus throwing competition taking place during the day, with trees visible in the background behind the practice net. The girl prepares to throw by swinging her arm and then spins in place to release the discus. As soon as she throws it, she jogs away from the throwing circle. "
v_wCexKIuAj3A,Can you describe the setting of the video?,"The video begins in a well-lit news studio with a glass window at the back. There is a white coffee table on the set with coffee cups and a laptop. The set showcases five people who continue to converse throughout the video. Additionally, the video shows a cutaway shot of people smoking e-cigarettes in a bar."
v_HgYuRKZ_V90,What is the color of the uniform worn by the team that the player in the blue number 1 uniform is playing against? ,The team playing against the player in blue number 1 uniform is wearing a white uniform.
v_cqxiLraI8uY,Can you describe what happens in the video in detail?,"In the video, we see a man wearing a red t-shirt in a gym with a black floor. Upon walking up to a barbell, the man bends down and lifts it. We can see that there is equipment fixed to the wall and overhead lights illuminating the gym. The man successfully holds the weight over his head for a short moment before dropping it to the floor, where it bounces a few times. After this, the man walks away. "
v_hFi6S_guB7I,What happens in the video?,"In the video, a group of five women wearing different colored belly-dancing outfits enter the stage from the right and stand with facing away from the audience while holding their right hands up. As the music starts, they slowly turn around and start belly dancing. They continue dancing until the music slows down and they turn around once again, holding up their right hands in the air."
v_uub0z8wJfhU,Can you describe the video starting with the appearance of the man and the venue?,"In the video, a man wearing a black full-sleeve shirt and glasses is seen playing a violin in a well-lit venue. On the wall to the left of the man, an altar is visible, illuminated with electric candelabras. The man plays uninterrupted until he is momentarily distracted, and after a brief pause he resumes playing until he eventually stops. The video concludes as the man takes a bow and steps back."
v_4Gx_8vuxzAk,What is the woman doing in the video?,The woman is standing in a living room and using a towel to wipe wood polish on a coffee table. She is explaining how to fill cracks in the table.
v_2nDbYhgdw2A,Can you describe the video in detail?,"The video starts off with a person wearing a yellow shirt breakdancing and doing the backspin while other people stand around watching. Soon, the focus shifts to a child breakdancing for a brief moment before going back to the person in the yellow shirt who continues to do the backspin. Then, a boy wearing black shirts and jeans enters the frame and starts dancing, performing a few moonwalks. Following this, a shot of a group of boys walking backward with their hands on each other's shoulders is shown. As they pass by, an old man wearing beige overcoat and cap walks towards the camera and starts talking about the breakdancing. The video also has several clips of different kids dancing while people are standing around them and one clip showcasing the dancer's foot movement. Finally, the video ends with a sequence depicting the same group of people dancing."
v_oncTwYfvCD8,What are the different locations where the man is demonstrating various martial arts movements?,"The man is seen demonstrating martial arts movements in a well-lit studio with people sitting down on the floor, on the lawn outdoors during the daytime, and in an indoor venue with people sitting on the sides."
v_u7THn6D6y5w,Can you describe the video in detail?,"This gymnastics video features a little boy practicing in a well-lit gymnasium filled with sports equipment and blue mattresses on the floor. The boy is wearing a maroon gymnastics uniform and is working on an armbar in front of him. There are posters on the wall to his left and other children practicing around him, with some seated to his right. His coach, dressed in black T-shirt, black track pants, and black sports shoes, assists him in his exercise on the armbar. The boy places both hands on the armbar and swings his legs in the air before putting them back on the armbar. The video ends with the coach coming to the boy and waving both his hands, bringing the practice session to a close."
v_1KONAdZGdWU,Can you describe the video in detail?,"The video starts with a young girl sitting on a carpeted floor, surrounded by people lounging on a sofa at the back, who are watching something on a screen. She is wearing a blue T-shirt and is seen shaving her left leg while occasionally speaking to the camera. The room appears to be dark with little light, occasionally lit up by flashing light from the screen. She wipes her razor on a yellow paper and continues to speak with people around the room while shaving. As the video progresses, we see people lounging and chatting around the room. The video ends as she gets up and walks back while everyone else remains seated. "
v_l_0HvMt2tGg,Can you provide a detailed description of the video content?,"The video starts with a young boy wearing a purple jacket picking up a stick and tapping it on a wooden fence behind him. The boy is then shown playing lacrosse for the Salem lacrosse team while holding a lacrosse stick in his hands. The camera zooms in on the logo found on the boy's shorts. Throughout the video, the boy is followed as he plays different positions, scoring goals, and chasing the ball across various games. The video shows a huddle of the lacrosse team standing with their lacrosse sticks raised, two face-offs between teams, and other players joining in the game. Towards the end of the video, the boy is wearing a white jersey and starts the game with a face-off against a player from the opposing team. The video ends with a player scoring a goal. Overall, the video provides a detailed visual representation of a young boy's lacrosse journey through different games and positions."
v_skk-nX55gvA,What is happening in the video?,"The video follows a water polo game being played in a swimming pool. It starts with a slow-motion shot of a person identified as Justin Harrison throwing the ball toward the goalpost while being blocked by another player. Justin successfully scores the goal, and the video shows a replay of the shot from a different angle. The video also shows Coach Mark Conner speaking to a group of swimmers and Justin scoring another goal in a different game wearing a blue cap. The video ends with a group of swimmers talking by the pool, and one of them jumps into the pool."
v_W6fPv5eoXC4,What is the man doing in the video?,"The man is playing tennis on a court during the daytime. He picks up a tennis ball, bounces it on the ground a few times, and serves it. In the following clip, a replay is shown of the man serving the ball at normal speed."
v_cPIsE2ZCWzM,What is happening in the video?,"In the video, a polo game is going on at a field during the daytime. Players are seen striking the ball with their mallets while spectators are watching and walking down the stairs. The game continues with players riding and striking the ball throughout the field until one team wins and is seen holding up a cup with the banner ""The Barbour Cup""."
v_2fzIi1lPd8U,Can you describe what happens in the video in detail?,"The video starts off with two kids and an elderly woman playing, with one of the kids, a little girl, standing on the side of a porch, while a little boy wearing a red shirt is a few feet away. The elderly woman holds her hands in front of her, first to the girl and then to the boy. The woman proceeds by helping the little girl jump down the porch and then starts teaching her how to play hopscotch. She begins to hop forward a few steps while teaching, but unfortunately, she trips and falls down towards the end of the video."
v_Mk7Yjq1U8OI,What is happening in the first clip of the video?,"A clip with a women’s beach volleyball warmup is shown on a grass field, with people standing and sitting around a tree in front of a building visible in the back."
v_Y9d4iPDeigI,Can you describe the video content in detail?,"The video is of a boxing match between two boxers in a ring. The boxer in the left corner is wearing blue shorts and gloves, while the boxer in the right corner is wearing red shorts and gloves. The referee is wearing a light blue T-shirt, black pants, and black shoes. There is an audience watching the match, and cameramen standing on the edge of the ring. At the start of the match, the boxer in the left corner intimidates the other boxer, who then attempts to kick him. They then start clinching and attempting to hit each other with their knees. The boxer in the red shorts succeeds in hitting the other boxer with a kick, causing the coach of the other boxer who has been hit to step into the ring. The two continue to fight, with the boxer in the red shorts grabbing the other boxer's leg and hitting him with punches, while the other boxer defends his crotch. The video ends with the boxer in the red shorts continuously punching the other boxer until his mouthpiece falls out of his mouth."
v_eRco7yXc-40,What type of dive does the person perform?,The person performs a reverse somersault dive.
v_aOxRwTlkY80,What ingredients did the man use to make the pasta dish?,"The ingredients used in making the pasta dish include parsley, olive oil, garlic, chilies, and dry pasta."
v_YnjITZnk6OE,Can you describe the video in detail?,"The video starts in a hockey rink on a sunny day with players wearing full gear doing drills. In the background, there are brown buildings, with trees surrounding them. The players are running side to side, diving, and jumping through obstacles on the ground, while also holding a hockey stick in one hand and wearing hockey gloves on the other. The video provides a good view of the players doing some intense training sessions and perfecting their skills on the rink."
v_Ur_ToogEkCA,What is happening in the video?,"In the video, four people are playing volleyball on either side of a volleyball net during the daytime. A woman wearing a blue vest over a red top is on the sideline while the men play. The game continues as they pass the ball back and forth until it ends and a few people come into frame."
v_9hTcvGUnMBs,Who is watching the competition?,"There is a referee with a notepad observing the competition, and a group of people sitting on chairs and on the ground watching."
v_U3-MtKZeUXM,What happens in the video?,"The video shows a male athlete in a blue and red jersey and white and red sports shoes, preparing and performing a hammer throw on the ground surrounded by a green net tied to silver poles. He swings the hammer using both his hands and rotates his body to throw the hammer in the air, before walking out of the throwing circle."
v_JHKAcpYlxkQ,What is the woman doing in the video?,The woman in the video is starting a serve and practicing serving on an outdoor tennis court. She hits the balls to the opposite wall after making a serve.
v_9Ufy_JGbnys,What kind of event is taking place in the video?,The video shows a tango performance at an event with tables arranged in a hall and attendees seated watching the dancers.
v_u0A5NIUKEQo,Can you describe the events that happened in the video?,"In the video, two boys dressed as Santa and Elves were dancing in a mall in front of a Christmas tree. They also posed for a picture with a girl wearing a black t-shirt and two other girls. The video ends with the display of some text on a digital page."
v_8L1UjGLOCeI,Can you describe the activities and contents of the video in detail?,"The video depicts a woman who is standing inside a room and there is a hopscotch court drawn on the ground. She is positioned near a white wall with a clock hanging on it, and a closed door can be seen behind her. The woman begins to hop on the court and successfully completes a pass. Later, she turns around and hops back to the original starting position. Then, the woman proceeds to open the door and turns to face the camera. Finally, she holds her hands to the side with an expressionless face. "
v_UvOEuhS0V3E,Can you describe the video in detail?,"The video starts with a woman sitting in a well-lit room in front of a mirror wearing a white top. Light is streaming in from her right side. She is shown applying lipstick. In the next clip, a man sits in front of the same mirror wearing an olive t-shirt. He removes something from a box that is placed in front of him and proceeds to wipe them on his eyebrows one at a time. Surprisingly, he even eats them. "
v_hPYGgv_75SY,Can you describe the video?,"The video features a woman in a black outfit inside a net, beginning a hammer throw on a field during the daytime. She spins the hammer around and throws it, which transitions to a cutaway shot of a couple on a blanket in a field, who are talking to each other panicking and running to the side. A hammer attached to a string lands on the blanket they were on. The video then shows the woman throwing the hammer again, with a cutaway shot of a hammer landing in the pool behind a swimmer just as she is reaching the wall. Next, the woman throws the hammer, which flies over a gymnast standing on a balance beam in an indoor gym, causing the gymnast to fall over. Then, as the woman throws again, the hammer lands in front of a catcher on a baseball field who is wearing full gear and in exasperation gets up. Finally, as the hammer thrower walks off to the side, the video ends with the text ""WEAREBG"" appearing on the screen."
v_CvbBSwz-9XI,What is the man doing in the video?,"In the next clip, the man is seen filling the blue bucket with water while the dog shakes the water dry in slow motion."
v_mMebSMn5D0E,What happens in the video at the piano store and the closed restaurant?,"A man and a woman enter a piano store and the man plays the piano while the woman stands next to him. They then enter a dimly lit closed restaurant where a woman wearing a white robe comes to stand near the man. Later in the video, a man in a brown jacket is seen standing near the back of the audience at an orchestra before he walks towards the stage and begins gesturing like a conductor."
v_bphckj0BV5U,What did the woman use to start the fire?,The woman used a carbon knife and a Ferro rod to start the fire after breaking up and placing dry leaves and tinder in front of her. She also held up a green Bic lighter and a box of matches during the demonstration.
v_BAtlo_AGFWs,Can you describe the video content in detail?,"Sure! The video starts with astronaut Chris Hadfield on the International Space Station holding a tortilla in his hand. He picks up a bottle of honey and squeezes some on the tortilla before holding it up to the camera. In the next clip, Hadfield is seen playing the guitar while floating in the space station. Following this, Hadfield can be seen getting a haircut from someone wearing a teal t-shirt, while holding onto handles to stay in place. The person giving the haircut uses a trimmer with a hose attached to it. In the next clip, Hadfield is seen walking down a path with other astronauts with people on either side, and an image of a rocket in the launchpad is shown. The video also shows an image of Chris Hadfield's Twitter page. In the subsequent clip, Hadfield is giving an interview on the International Space Station with different images of Earth and space shown in a slideshow as he speaks. Finally, the video ends with a clip of Hadfield rearranging his hair."
v_dhsSq0K1xEg,What is shown in the beginning of the video and what is written on the decorated saxophone case?,"The video starts with a close view of a saxophone case with the text ""GUNS-N-ROSES"" and a rose drawn under it."
v_dZsk5Dp_5FE,What is the boy wearing while chopping wood in the woods?,The boy is wearing an off-white T-shirt and shorts.
v_JH9qiuPCkY4,What is the video about?,"The video showcases people riding dirt bikes on a dirt path and going through lessons on different ways to ride dirt bikes on different surfaces. They are going over inclines in the path and riding during the daytime. The video also includes shots of tires painted yellow stuck on either side of the path, a wall with a red logo on it, and a clip with a rider wearing white gear speaking to the camera. The video ends with a shot of the driver wearing full safety gear, standing outside in the dirt bike yard and credits rolling."
v_0k0xNs8Zjb4,Can you describe the video in detail?,"The video begins with the words ""Grass Tumbling"" appearing on a black screen, followed by a negative photo of a girl with the words ""Warming Up"" in the next shot. The girl, wearing different outfits throughout the video, is seen performing various gymnastics moves such as backflips, back handspring tucks, and running front flips. The surroundings change from a garden with green plants and a hedge visible in the background to a park with trees visible in the background. In the end, the girl performs a tumbling sequence by flipping backward and doing running front flips, while the names of different moves done by the girl are named. Although in some clips, she stumbles or lands unsteadily, her skill and grace are evident throughout the video."
v_NojaHuKBagQ,What is the man doing in the video and what tools is he using to do it?,The man in the video is cleaning a pair of shoes. He uses an adhesive eraser to clean the bottom edge of the shoe on his right and then cleans a white Nike shoe with the same eraser. He holds the eraser while handling the shoe and speaking.
v_myGBEXiYGOU,What is the woman painting in the video?,The woman is painting the head and torso of a peacock.
v_-nl4G-00PtA,What is happening in the kitchen sink in the video?,A shirtless man is washing dishes while a woman throws a few items into the sink. The man steps away startled when the woman walks up to him.
v_W4mJsJGa0CY,What caused the man to slip during his routine?,The man loses balance in the middle of his routine and slips to the floor.
v_5qY9yPt-5Go,What happens in the video with the black French bulldog and the cup of coffee?,The black French bulldog stands on a checkered red tablecloth and the boy places a cup of coffee in front of him. The dog then drinks the coffee and the boy gently tries to move him away from the cup.
v_TMAXjnsN0Mk,What utilities are shown in the video alongside the Uggs?,"In the video, a woman stands behind a pair of Uggs and some utilities to clean it."
v_AwgGYaV1lT0,What objects were visible in the background?,"Trailers, a truck, a tent some distance back from the man, a foldable table with chairs, and a motorcycle parked in front of the tent were visible in the background of the video."
v_JDwd6Ec454A,What is the color of the rabbit's coat?,The rabbit has a reddish coat with dark brown highlights.
v_3VjaC7wdMso,Can you describe the video in detail?,"The video starts with a girl sitting on a wooden chair next to an open window while playing the piano. The sunlight is streaming through the window, and outside the window, we can see some trees. The edge of a bed is visible behind the chair where the girl is sitting, and she is playing the piano by looking at the sheet music in front of her. After a few seconds, the girl starts to sing softly while continuing to play the piano. "
v_CeXtKbFnPIQ,What does the man do at the beginning of the video?,"At the beginning of the video, the man is standing on a tennis court holding a racket and a tennis ball. He throws the ball into the air and hits it towards the other side of the court."
v_z3MP0yJBtGg,What is the woman wearing and where is she standing in the video?,"The woman is wearing a black hoodie and jeans skirt and standing in front of a stone dipper well with ladles arranged on top. She is on a stone floor with a roof, and there are pillars visible to her left. The venue is located in a yard with a fence at the end and a tree visible to the left."
v_hq48S65dlyo,Can you describe the scene in the video and what the people are doing?,"The video shows a woman wearing boxing gloves and a black outfit practicing her punches and kicks on a man wearing punch mitts, kick pads, and focus pads. The man also switches roles and practices punching and kicking on the same equipment."
v_ij9czNGMR5I,Can you describe the video content in detail?,"In the video, a girl wearing a grey hoodie sits in a chair to get her tongue pierced. A man wearing a black shirt, a black cap, and surgical gloves starts the piercing procedure. The well-lit room has a guitar hanging on the wall behind the woman. The man clamps the girl's tongue and pierces it with a needle, then inserts the piercing and secures it by screwing something under it. The video concludes with the man stepping out of frame, and the woman sticking her tongue out to show the piercing."
v_Xmp_twSbkAg,What is the girl wearing and what does the room look like in the beginning of the video?,"In the beginning of the video, the girl is wearing a black T-shirt and a pink full-sleeve top. The room is well-lit with white walls. There is a brown door and a red curtain behind her. There is also a desktop on a study table behind her. There is a photo, some books, and a stuffed toy on her study table. There are also stickers on the left wall behind her. There are also some boards on the wall and a small blue table behind her."
v_QN-4aLiDhiQ,Can you describe what is happening in the video?,"In the video, a girl is getting a star tattoo on the right side of her stomach from a tattoo artist using a henna cone. The girl wears a blue shirt and holds up her shirt as the tattoo artist works. The video was shot in a mall tattoo stall with other people visible in the back. The video ends with a close-up view of the finished tattoo."
v_6G8m-vsGTA8,What happens in the video at the hair salon?,"The video starts in a hair salon where a man is sitting in a chair, having his hair cut. A woman is using a spray can and comb to wet and comb his hair before cutting it. There are other customers in the salon as well, and at the end of the video, the man can be seen in his car wearing a hat and sunglasses."
v_skr8x0kUVwg,Can you describe the video in detail?,"The video begins with a group of people wearing orange T-shirts standing in a line outdoors, surrounded by trees in a field. The focus then shifts to a little boy in an orange T-shirt who kicks the ball that comes towards him. Suddenly, a person wearing a red T-shirt runs towards him. Then, a little girl wearing an orange t-shirt is seen running away while kicking the ball. The girl in the red T-shirt follows her, and other people are visible throughout the field. In the background, a man with a white cap turned backward can be seen holding a camera. A girl wearing an orange T-shirt then speaks to the little girl and takes her back to the line. The video concludes with the girl in a red T-shirt throwing the ball towards the little girl and running towards her. Overall, the video captures a group of people enjoying a day out in a field, engaging in some friendly outdoor activities."
v_Ntyl5alZXeM,What happens in the video?,"A girl is getting her ear pierced by a woman in a well-lit shop. The woman cleans her ear, marks the spot, and pierces her ear using an ear-piercing gun. She then cleans the back of the girl’s ear."
v_60tIsGR0Zzg,What is happening in the video?,"In the video, a boy is seen mowing the lawn in a residential area during the daytime. He struggles to move the mower to start mowing one corner of the yard before moving on to the next patches of lawn. At one point, he gets stuck and pulls the mower back. There is a black car visible next to the yard and a line of houses on the other side of the street behind him. In the end, the boy is shown mowing from the edge of the yard."
v_tC5eMgePakk,What is the little girl wearing while playing the violin in the video?,The little girl is wearing a pink outfit and a pink headdress while playing the violin in front of a tree by the shore of a lake during the daytime.
v_JHKAcpYlxkQ,Can you describe the video in detail?,"The video features a woman tennis player wearing a white top and teal shorts practicing her serve on an outdoor tennis court. A basket with tennis balls is seen a few feet behind her while a street with a parked truck is visible to the left and trees line the edge of the court. We can also see a man wearing a white t-shirt and black shorts on the right side of the court. As the woman serves, we can see the ball hit the opposite wall and bounce off the black wall. The woman proceeds to practice another serve with another ball which also bounces on the other side of the court before hitting the black wall."
v_gWbIoFrpwTY,What safety gear does the little boy wear while skateboarding in the video?,"The little boy wears a helmet, kneepads, and elbow guards while skateboarding in the video. He falls a few times when jumping off ramps and once when reaching the top of a ramp."
v_fM5egP_1DvQ,Can you describe the video in detail?,"The video shows a high jump competition that takes place in a stadium with an audience in it. The participants wear different colored vests, shorts, and sports shoes. The first participant wears a red and green vest, black shorts, and white shoes. He jumps over a yellow pole and lands on a red platform. His jump replays are shown, and then the frame changes to the next participant, who wears a red and cream vest, black shorts, and white sports shoes. He also jumps over the pole and lands on the platform, celebrates his jump by raising both hands in the air. The audience cheers for him, and his jump replays are shown. The frame then changes to the third participant who wears a light blue jersey and red & white sports shoes. He successfully jumps over the pole and lands on the platform, celebrates his jump, and then his jump replays are also shown. Finally, the video shows the first participant, who wears a dark blue T-shirt, packing his bags, indicating that he has won the gold medal. The video ends with a table showing the final standings of all the participants."
v_ZVjLscGMOs8,Can you describe the setting and the activity in the video?,"In the video, three women wearing white vests and track pants are seen exercising on aerobics steps in a dimly lit studio with a black floor. The back of the studio is darkened and monitors displaying a logo can be seen on the wall. The woman in the front is the instructor and the video ends with the women still working out."
v_BdRH3lpopLQ,What happened at the end of the volleyball game between USC and BYU?,"The team on the right got the ball and passed it between themselves four times before passing it to the other team. The other team started celebrating before the game was won. The ball landed near them and they lost the game. The first team, USC, celebrated."
v_z6pmp8TrAVo,What kind of shirt is the man wearing while washing the plate?,The man is wearing a grey T-shirt while washing the plate in the kitchen.
v_IgDBDaIoNAM,Where does the fight scene take place in the video?,The fight scene takes place under an overpass during the daytime.
v_PSB1nM3QXxg,Can you describe the scene in the video?,"In the video, we can see a group of boys wearing white martial arts uniforms and standing in a dirt field surrounded by trees. They are practicing martial arts during the day, and parked trucks are visible near the treeline. Two of the boys are standing apart from the group and are demonstrating the martial arts movements. After they finish, they turn left and bow while the rest of the students clap. Overall, the video captures a martial arts practice session in an outdoor setting with several boys participating and showcasing their skills."
v_oD8sGLt2FR0,What is the boy doing and where is he located?,The boy is shoveling snow in a driveway in front of an open garage during the daytime.
v_NwlIZ1T93xE,What is the shoe-shiner wearing and what activity is he doing?,"The shoe-shiner is wearing a t-shirt and a hat, and he is buffing the shoes of a person sitting in front of him in a dimly lit bar."
v_ypfWA4aDL6k,What is happening in the video?,"In the video, a man wearing a kilt is playing the bagpipe on a sidewalk during daytime. A person wearing a black hoodie and holding a little child is kneeling a few meters in front of the bagpipe player. People are walking past in front of the camera. People stop by in front of the musician to drop some change in front of him."
v_I7slpTgl0jc,Can you describe what happens in the video in detail?,"In the video, we see a man wearing a red shirt standing in a practice cage in a field. He is holding a handle with a hammer attached to it and is standing on a round platform with a lawn surrounding it. There are trees visible at the edge of the field. The man then starts to practice a hammer throw during the day by swinging the hammer around himself. After a few swings, he releases the hammer through the open end of the practice net. He waits for the landing of the hammer and turns around to clap in satisfaction. Overall, the video shows a man practicing his hammer throw skills in an open field with the help of a functional practice cage."
v_afMQA352X_A,What type of clothes is the man wearing and what equipment is the other man carrying in the video?,"The man is wearing a white T-shirt and shorts and is wearing boxing gloves. The other man is wearing a camo gi, focus mitts on both hands, and carrying kick pads in his left hand."
v_B_U7vUtoCKY,What is the video about?,"The video features a lacrosse game where two teams are playing and spectators sit on lawn chairs outside the area. It specifically follows Cole Flowler, who wears a white jersey, as he tries to check the ball from other team members. The video ends with him running and avoiding a player from the opposite team."
v_h_r8gioFi4k,Can you describe the video in detail?,"The video shows two people, a man and a woman, practicing kickboxing in a well-lit gym. The man is wearing a black outfit and punch mitts, while the woman is wearing a black outfit and boxing gloves. The woman is seen practicing various punching and kicking moves, occasionally using her elbows on the man. Throughout the video, the walls with various posters and a multicolor mat on the floor are visible. Additionally, there is a hall with chairs and wooden flooring visible through an open door. The two people continue their practice by using numerous kickboxing moves until the video ends with both of them stopping their routine."
v_d09u-0k3LdE,What is the woman wearing and what is she holding?,The woman is wearing a red vest and is holding a hammer attached to a string.
