,Unnamed: 0,qid,video_id,question_type,capability,question,duration,question_prompt,answer,youtube_url,breakdown
230,230,0303-0,c1gl0Qahgdw,Primary Open-ended Question,Local Event Attribute,How does the man finally stop cycling?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c1gl0Qahgdw,"['What is the position of the man on the bicycle?', 'What actions is the man taking while cycling?', 'What external factors are present that could influence the man stopping?', 'Is there any indication of the man preparing to stop cycling?', 'What is the final action the man takes to stop cycling?', 'Are there any visual cues that indicate the man has stopped cycling?']"
231,231,0303-1,c1gl0Qahgdw,Paraphrased Open-ended Question,Local Event Attribute,What does the man do to bring his cycling to a halt?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c1gl0Qahgdw,"['What is the position of the man on the bicycle?', 'What actions does the man take to slow down or stop the bicycle?', 'Are there any objects or surfaces the man interacts with to bring the bicycle to a halt?', 'What is the environment like around the man while he is cycling?', ""Is there any indication of the man's body posture or movements that suggest he is stopping?""]"
232,232,0303-2,c1gl0Qahgdw,Correctly-led Open-ended Question,Local Event Attribute,Does the man stop cycling by jumping off his bike and crashing into a cushion?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c1gl0Qahgdw,"['Is the man cycling in the image?', 'What is the position of the man in relation to the bike?', 'Is the man jumping off the bike?', 'Is there a cushion present in the image?', 'What is the outcome of the man jumping off the bike?', 'Is the man crashing into the cushion?']"
233,233,0303-3,c1gl0Qahgdw,Wrongly-led Open-ended Question,Local Event Attribute,Does the man stop cycling by dismounting and walking away?,14.76,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/c1gl0Qahgdw,"['Is the man currently cycling?', 'Does the man dismount from the bicycle?', 'What action does the man take after dismounting?', 'Is the man walking away from the bicycle?', 'Are there any indications that the man has stopped cycling?']"
234,234,0303-7,c1gl0Qahgdw,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"How does the man finally stop cycling?
A. By riding into a wall.
B. By dismounting and walking away.
C. By jumping off his bike and crashing into a cushion.
D. By slowing down and stepping off.",14.76,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/c1gl0Qahgdw,"['What is the final action of the man in the video?', 'What obstacles or objects are present in the environment that could affect how the man stops cycling?', 'What are the different methods shown in the video for stopping a bicycle?', 'Is there any indication of the man riding into a wall, dismounting, jumping off, or slowing down in the video?']"
235,235,0304-0,bc-OoJrrMuk,Primary Open-ended Question,Element Counting,How many layer of paper does the person initially write on?,15.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/bc-OoJrrMuk,"['What is the initial state of the paper before the person starts writing?', 'How many layers of paper are visible in the initial state?', 'Is the person writing on a single layer or multiple layers of paper?', 'What is the thickness or type of paper being used?']"
236,236,0304-1,bc-OoJrrMuk,Paraphrased Open-ended Question,Element Counting,On how many sheets of paper does the person start writing?,15.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/bc-OoJrrMuk,"['How many sheets of paper are visible in the scene?', 'Is the person holding any sheets of paper?', 'Are there any sheets of paper on the writing surface?', 'What is the condition of the sheets of paper (e.g., blank, filled, crumpled)?']"
237,237,0304-2,bc-OoJrrMuk,Correctly-led Open-ended Question,Element Counting,Does the person initially write on two layers of paper?,15.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/bc-OoJrrMuk,"['How many layers of paper are present in the image?', 'Is the person writing on both layers of paper?', 'What is the position of the person in relation to the layers of paper?', 'What writing instrument is the person using?', 'Is there any visible indication of writing on both layers of paper?']"
238,238,0304-3,bc-OoJrrMuk,Wrongly-led Open-ended Question,Element Counting,Does the person initially write on just one layer of paper?,15.72,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/bc-OoJrrMuk,"['How many layers of paper are present in the image?', 'Is the person writing on one layer or multiple layers of paper?', 'What does the writing action look like on each layer of paper?']"
239,239,0304-7,bc-OoJrrMuk,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many layers of paper does the person initially write on?
A. Two
B. Three
C. Four
D. One",15.72,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/bc-OoJrrMuk,"['How many layers of paper are visible in the scene?', 'Is the person writing on one layer or multiple layers of paper?', 'What is the total count of paper layers that the person is using?', 'Are there any indications of additional layers of paper beyond what is visible?']"
240,240,0308-0,R0f1qMFBemA,Primary Open-ended Question,Local Event Attribute,What's the first military aircraft doing?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/R0f1qMFBemA,"['What type of military aircraft is present in the image?', 'What is the position or orientation of the military aircraft?', 'What specific actions or maneuvers is the military aircraft performing?', ""Are there any other objects or elements in the image that provide context to the aircraft's actions?"", 'Is there any visible interaction between the aircraft and its environment (e.g., other aircraft, ground forces, etc.)?']"
241,241,0308-1,R0f1qMFBemA,Paraphrased Open-ended Question,Local Event Attribute,What is the initial military aircraft attempting to do?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/R0f1qMFBemA,"```python
[
    'What type of military aircraft is depicted in the image?',
    'What is the aircraft's current position or orientation?',
    'What specific actions or maneuvers is the aircraft performing?',
    'Are there any visible targets or objectives in the vicinity of the aircraft?',
    'What environmental conditions (e.g., weather, terrain) are present that may affect the aircraft\'s actions?'
]
```"
242,242,0308-2,R0f1qMFBemA,Correctly-led Open-ended Question,Local Event Attribute,Is the first military aircraft trying to land on an aircraft carrier but initially failing?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/R0f1qMFBemA,"['Is the first military aircraft positioned above the aircraft carrier?', 'Is the first military aircraft descending towards the aircraft carrier?', 'Are there any visible signs of the aircraft attempting to land, such as landing gear deployment?', 'Is the aircraft carrier in a stable position on the water?', 'Are there any obstacles or conditions that might cause the aircraft to fail in landing?', 'What is the current altitude of the first military aircraft relative to the aircraft carrier?', 'Are there any visual indicators of a failed landing attempt, such as the aircraft pulling up or veering away?']"
243,243,0308-3,R0f1qMFBemA,Wrongly-led Open-ended Question,Local Event Attribute,Is the first military aircraft taking off from the aircraft carrier?,60.08,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/R0f1qMFBemA,"['Is the first military aircraft on the aircraft carrier?', 'What is the position of the first military aircraft relative to the aircraft carrier?', 'Is the first military aircraft in a position to take off?', 'Are there any visible signs of the aircraft taking off, such as movement or lift-off?', 'What is the state of the aircraft carrier (e.g., is it stationary or moving)?']"
244,244,0308-7,R0f1qMFBemA,Multiple-choice Question with a Single Correct Answer,Local Event Attribute,"What is the first military aircraft doing?
A. Taking off from the aircraft carrier.
B. Performing aerial maneuvers.
C. Attempting to land on the aircraft carrier.
D. Refueling mid-air.",60.08,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/R0f1qMFBemA,"['What is the position of the first military aircraft in relation to the aircraft carrier?', 'Is the first military aircraft in the process of taking off, landing, or performing maneuvers?', 'Are there any visual indicators that suggest the aircraft is refueling mid-air?', 'What are the actions of the first military aircraft as depicted in the video?', 'Are there any other aircraft present that might influence the actions of the first military aircraft?']"
245,245,0313-0,0pWDMjpDKKQ,Primary Open-ended Question,Element Counting,How many compartments do these products occupy on the shelf at the end of the video?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0pWDMjpDKKQ,"['How many products are shown on the shelf at the end of the video?', 'What is the arrangement of the products on the shelf?', 'How many compartments are visible on the shelf?', 'Which products occupy each compartment?', 'Are there any empty compartments on the shelf?']"
246,246,0313-1,0pWDMjpDKKQ,Paraphrased Open-ended Question,Element Counting,How many sections on the shelf are filled with products by the end of the video?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0pWDMjpDKKQ,"['How many sections are visible on the shelf?', 'Which sections on the shelf are filled with products?', 'Are there any sections that are empty?', 'What types of products are present in the filled sections?', ""Is there a time progression in the video that shows changes in the shelf's product status?""]"
247,247,0313-2,0pWDMjpDKKQ,Correctly-led Open-ended Question,Element Counting,Do the products occupy 9 compartments on the shelf at the end of the video?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0pWDMjpDKKQ,"['How many compartments are visible on the shelf at the end of the video?', 'What products are placed in the compartments on the shelf?', 'Are there any empty compartments on the shelf at the end of the video?', 'Is there a visual indication of how many compartments are occupied by products?']"
248,248,0313-3,0pWDMjpDKKQ,Wrongly-led Open-ended Question,Element Counting,Do the products occupy 10 compartments on the shelf at the end of the video?,19.04,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/0pWDMjpDKKQ,"['How many compartments are visible on the shelf at the end of the video?', 'What products are placed in the compartments on the shelf?', 'Are there any empty compartments on the shelf at the end of the video?', 'Is there a clear view of all compartments to confirm their occupancy?']"
249,249,0313-7,0pWDMjpDKKQ,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many compartments do the products occupy on the shelf at the end of the video?
A. 8
B. 9
C. 11
D. 10",19.04,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/0pWDMjpDKKQ,"['How many compartments are visible on the shelf in the video?', 'What products are placed in each compartment?', 'Are there any compartments that are empty?', 'Is there a clear indication of how many compartments are occupied by products?']"
250,250,0319-0,NqMmfmsclrE,Primary Open-ended Question,Positional Relationship,Where is the ball at the end of the video?,8.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NqMmfmsclrE,"['What is the final position of the ball in the video?', 'What are the movements of the ball throughout the video?', ""Are there any obstacles or interactions that affect the ball's position?"", ""What is the context or setting of the video that might influence the ball's location?""]"
251,251,0319-1,NqMmfmsclrE,Paraphrased Open-ended Question,Positional Relationship,What is the final position of the ball in the video?,8.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NqMmfmsclrE,"['What is the initial position of the ball in the video?', 'What movements does the ball make throughout the video?', 'What are the final positions of any other objects or people in the video?', 'Is there any interaction between the ball and other objects or people in the video?', 'What is the last frame or moment captured in the video regarding the ball?']"
252,252,0319-2,NqMmfmsclrE,Correctly-led Open-ended Question,Positional Relationship,Does the ball end its motion at position C and then be put back into the circular wooden piece by the person at the end of the video?,8.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NqMmfmsclrE,"['What is the final position of the ball at the end of the video?', 'Is the ball stationary at position C?', 'What action does the person take with the ball at the end of the video?', 'Is the ball placed back into the circular wooden piece?', ""What is the sequence of events leading to the ball's final position?""]"
253,253,0319-3,NqMmfmsclrE,Wrongly-led Open-ended Question,Positional Relationship,Does the ball end up at position A at the end of the video?,8.75,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/NqMmfmsclrE,"['What is the initial position of the ball at the beginning of the video?', 'What movements does the ball make throughout the video?', 'What is the final position of the ball at the end of the video?', 'Is position A the same as the final position of the ball?']"
254,254,0319-7,NqMmfmsclrE,Multiple-choice Question with a Single Correct Answer,Positional Relationship,"Where does the ball exit at the end of the video?
A. Path A
B. Path B
C. Path D
D. Path C",8.75,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/NqMmfmsclrE,"['What is the trajectory of the ball throughout the video?', 'At which points does the ball interact with any obstacles or paths?', 'Which path does the ball take just before the end of the video?', 'Does the ball exit through any of the specified paths (A, B, C, D) or does it not exit at all?']"
255,255,0320-0,1edFyMQdMHA,Primary Open-ended Question,Event Localization,How does the last person jump?,18.07,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1edFyMQdMHA,"['What is the posture of the last person before jumping?', 'What is the height of the jump made by the last person?', 'What is the technique used by the last person to initiate the jump?', 'What is the landing position of the last person after the jump?', 'Are there any visual cues indicating the effort or style of the jump?']"
256,256,0320-1,1edFyMQdMHA,Paraphrased Open-ended Question,Event Localization,What action does the last person use to jump?,18.07,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1edFyMQdMHA,"['What is the position of the last person before jumping?', 'What is the posture of the last person while jumping?', 'What are the movements of the last person during the jump?', 'What is the landing position of the last person after the jump?', 'Are there any objects or obstacles that the last person interacts with while jumping?']"
257,257,0320-2,1edFyMQdMHA,Correctly-led Open-ended Question,Event Localization,Does the last person in the video stand on a pole to jump onto the tire？,18.07,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1edFyMQdMHA,"['Is the last person in the video standing on a pole?', 'What is the position of the last person in relation to the tire?', 'Does the last person jump onto the tire?', 'What is the action of the last person just before the jump?', 'Are there any other objects or surfaces involved in the jump?']"
258,258,0320-3,1edFyMQdMHA,Wrongly-led Open-ended Question,Event Localization,Does the last person perform a parkour move to jump over a fence?,18.07,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/1edFyMQdMHA,"['What is the position of the last person in relation to the fence?', 'What is the posture or movement of the last person?', 'Is there any indication of a parkour move being executed by the last person?', 'What does the fence look like (height, structure) that the last person is attempting to jump over?', ""Are there any other people or obstacles nearby that might affect the last person's ability to jump?"", 'What is the context or environment in which the last person is performing this action?']"
259,259,0320-7,1edFyMQdMHA,Multiple-choice Question with a Single Correct Answer,Event Localization,"How does the last person jump?
A. Onto a tire
B. Fly over the railing
C. Over a low wall
D. Over a fence using parkour",18.07,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/1edFyMQdMHA,"[""What is the last person's jumping action?"", 'What objects or obstacles are present in the environment?', 'Is the last person using any specific technique or style while jumping?', 'What are the characteristics of the tire, railing, low wall, and fence?', ""Are there any visual cues indicating the last person's jump direction or height?""]"
260,260,0321-0,shh15L-O8KE,Primary Open-ended Question,Plot Attribute,What are the group of people engaging in?,15.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/shh15L-O8KE,"['How many people are in the group?', 'What are the individuals in the group doing?', 'What is the setting or environment where the group is located?', 'Are there any specific objects or tools being used by the group?', 'Is there any interaction between the group members?', 'What emotions or expressions are visible on the faces of the group members?']"
261,261,0321-1,shh15L-O8KE,Paraphrased Open-ended Question,Plot Attribute,What activity are the people in the group performing?,15.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/shh15L-O8KE,"['How many people are in the group?', 'What are the individuals in the group doing?', 'What objects or tools are the individuals using during the activity?', 'What is the setting or environment where the activity is taking place?', 'Are there any specific gestures or expressions that indicate the nature of the activity?']"
262,262,0321-2,shh15L-O8KE,Correctly-led Open-ended Question,Plot Attribute,Are the people in the group filming a video with a hand gesture choreography?,15.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/shh15L-O8KE,"['How many people are in the group?', 'What are the hand gestures being performed by the people in the group?', 'Are the people in the group facing a camera or recording device?', 'Is there any visible equipment or setup that indicates video recording?', 'Are the hand gestures synchronized among the group members?', 'What is the overall context or setting of the group activity?']"
263,263,0321-3,shh15L-O8KE,Wrongly-led Open-ended Question,Plot Attribute,"Are the people in the group playing a game of rock, paper, scissors?",15.14,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/shh15L-O8KE,"['How many people are in the group?', 'What are the hand gestures or positions of each person?', 'Are the hand gestures of the people consistent with the game of rock, paper, scissors?', 'Is there any indication of a game being played, such as counting or a specific setup?']"
264,264,0321-7,shh15L-O8KE,Multiple-choice Question with a Single Correct Answer,Plot Attribute,"What are the people in the group doing?
A. Filming a video with hand gestures
B. Playing a game
C. Taking a picture together
D. Dancing",15.14,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/shh15L-O8KE,"['What is happening in the video?', 'Are the people using hand gestures?', 'Are the people playing a game?', 'Are the people taking a picture together?', 'Are the people dancing?', 'Is there any activity that does not fit the provided options?']"
265,265,0325-0,gmMnqrmYNFU,Primary Open-ended Question,Event Counting,How many times does the rider flip and jump in the air while crossing obstacles?,36.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gmMnqrmYNFU,"['How many obstacles does the rider cross?', 'What is the sequence of actions performed by the rider while crossing each obstacle?', 'How many flips does the rider perform during the sequence?', 'How many jumps does the rider perform during the sequence?', 'Are the flips and jumps performed simultaneously or separately?', 'Can you provide a brief description of each flip and jump performed?']"
266,266,0325-1,gmMnqrmYNFU,Paraphrased Open-ended Question,Event Counting,How many flips and jumps does the rider perform in the air while navigating the obstacles?,36.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gmMnqrmYNFU,"```python
[
    'How many flips does the rider perform in the air?',
    'How many jumps does the rider perform in the air?',
    'What are the obstacles that the rider navigates?',
    'What is the sequence of flips and jumps performed by the rider?',
    'Is there any visual indication of the rider's flips and jumps?',
    'What is the rider's position in relation to the obstacles during the flips and jumps?'
]
```"
267,267,0325-2,gmMnqrmYNFU,Correctly-led Open-ended Question,Event Counting,Is it true that the rider flipped and jumped eight times while crossing the obstacles?,36.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gmMnqrmYNFU,"```python
[
    'How many times did the rider flip while crossing the obstacles?',
    'How many times did the rider jump while crossing the obstacles?',
    'What specific obstacles did the rider encounter?',
    'Was the rider's performance recorded or documented visually?',
    'Are there any visual indicators or markers showing the rider's flips and jumps?'
]
```"
268,268,0325-3,gmMnqrmYNFU,Wrongly-led Open-ended Question,Event Counting,Did the rider flip and jump only three times while crossing the obstacles?,36.41,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/gmMnqrmYNFU,"['How many times did the rider flip while crossing the obstacles?', 'How many times did the rider jump while crossing the obstacles?', 'Did the rider perform any additional flips or jumps beyond the three mentioned?']"
269,269,0325-7,gmMnqrmYNFU,Multiple-choice Question with a Single Correct Answer,Event Counting,"How many times did the rider flip and jump in the air while crossing obstacles?
A. Seven times
B. Eight times
C. Ten times
D. Three times",36.41,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/gmMnqrmYNFU,"['How many obstacles did the rider cross?', 'What are the specific actions performed by the rider while crossing each obstacle?', 'How many flips did the rider perform during the entire sequence?', 'How many jumps did the rider perform during the entire sequence?', 'Is there a clear distinction between flips and jumps in the rider’s actions?']"
270,270,0334-0,VoyvvpcrUgo,Primary Open-ended Question,Event Localization,Which scenes in the video is NOT taken in real life?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VoyvvpcrUgo,"['What scenes are depicted in the video?', 'Which scenes appear to be animated or digitally created?', 'Are there any scenes that show unrealistic or fantastical elements?', 'What characteristics distinguish real-life scenes from non-real-life scenes in the video?']"
271,271,0334-1,VoyvvpcrUgo,Paraphrased Open-ended Question,Event Localization,Which parts of the video are not depicting real-life scenes?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VoyvvpcrUgo,"['What scenes in the video depict real-life situations?', 'What scenes in the video depict fictional or animated elements?', 'Are there any visual effects or alterations in the video that indicate non-realism?', 'What is the context or setting of each scene in the video?']"
272,272,0334-2,VoyvvpcrUgo,Correctly-led Open-ended Question,Event Localization,Is the scene with the pencil erasing the road a digitally created image?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VoyvvpcrUgo,"['Is the scene with the pencil erasing the road a digitally created image?', 'What visual elements indicate whether the image is digitally created or not?', 'Are there any signs of digital manipulation in the scene?', 'What techniques are commonly used to create digitally generated images?', 'Is there any text or branding in the image that suggests it is a digital creation?', 'What is the overall style of the image, and does it resemble traditional or digital art?']"
273,273,0334-3,VoyvvpcrUgo,Wrongly-led Open-ended Question,Event Localization,Is the scene in the seventh part of the video not real?,14.98,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/VoyvvpcrUgo,"['What is happening in the seventh part of the video?', 'Are there any elements in the seventh part that indicate it is not real?', 'What visual cues suggest realism or lack of realism in the scene?', 'How does the seventh part compare to other parts of the video in terms of realism?']"
274,274,0334-7,VoyvvpcrUgo,Multiple-choice Question with a Single Correct Answer,Event Localization,"Which scene in the video is not real?
A. Water bottle pouring a waterfall
B. Key fitting into the archway
C. Hanger holding up the bridge
D. Pencil erasing the road",14.98,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/VoyvvpcrUgo,"['What is happening in the scene with the water bottle pouring a waterfall?', 'What is happening in the scene with the key fitting into the archway?', 'What is happening in the scene with the hanger holding up the bridge?', 'What is happening in the scene with the pencil erasing the road?', 'Are any of these scenes realistic or possible in real life?']"
275,275,0340-0,XK7kH7pxTcE,Primary Open-ended Question,Element Counting,How many drainage channels are there in the video?,59.37,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XK7kH7pxTcE,"['How many drainage channels are visible in the video?', 'What is the layout or arrangement of the drainage channels?', 'Are there any distinguishing features of the drainage channels?', 'Is there any movement or flow of water in the drainage channels?', 'Are there any obstructions or blockages in the drainage channels?']"
276,276,0340-1,XK7kH7pxTcE,Paraphrased Open-ended Question,Element Counting,What is the total number of drainage channels shown in the video?,59.37,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XK7kH7pxTcE,"['How many drainage channels are visible in the video?', 'Are there any labels or indicators showing the drainage channels?', 'What is the layout or arrangement of the drainage channels in the video?', 'Are there any overlapping or hidden drainage channels that need to be accounted for?', 'Is there any additional information provided in the video that clarifies the number of drainage channels?']"
277,277,0340-2,XK7kH7pxTcE,Correctly-led Open-ended Question,Element Counting,Is it true that there are four drainage channels visible in the video?,59.37,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XK7kH7pxTcE,"['How many drainage channels are visible in the video?', 'Can you identify the characteristics of each drainage channel?', 'Are there any obstructions or factors that might affect the visibility of the drainage channels?', 'Is there any context or additional information in the video that supports the presence of four drainage channels?']"
278,278,0340-3,XK7kH7pxTcE,Wrongly-led Open-ended Question,Element Counting,Are there five drainage channels shown in the video?,59.37,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/XK7kH7pxTcE,"['How many drainage channels are visible in the video?', 'Can you identify the characteristics of each drainage channel shown?', 'Are there any indicators or labels that specify the number of drainage channels?', 'Is there a moment in the video that clearly shows all the drainage channels together?']"
279,279,0340-7,XK7kH7pxTcE,Multiple-choice Question with a Single Correct Answer,Element Counting,"How many drainage channels are visible in the video?
A. Four
B. Two
C. Three
D. Five",59.37,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/XK7kH7pxTcE,"['How many drainage channels are visible in the video?', 'Are there any drainage channels that are partially visible?', 'What is the total count of distinct drainage channels shown in the video?', 'Are there any obstructions that might affect the visibility of the drainage channels?']"
280,280,0357-0,ZQQ6XGuLtyU,Primary Open-ended Question,Character Emotion Attribute,How does the man in the white T-shirt feel about what he has taken out?,44.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ZQQ6XGuLtyU,"['What item has the man in the white T-shirt taken out?', 'What is the facial expression of the man in the white T-shirt?', 'What is the body language of the man in the white T-shirt?', 'Are there any contextual clues in the image that indicate his feelings?', 'What is the setting or environment around the man in the white T-shirt?']"
281,281,0357-1,ZQQ6XGuLtyU,Paraphrased Open-ended Question,Character Emotion Attribute,What does the man in the white T-shirt feel when he takes out the item?,44.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ZQQ6XGuLtyU,"[""What is the expression on the man's face when he takes out the item?"", 'What is the context or situation in which the man is taking out the item?', 'What is the item that the man is taking out?', ""Are there any body language cues that indicate the man's feelings?"", 'What are the reactions of other people around the man when he takes out the item?']"
282,282,0357-2,ZQQ6XGuLtyU,Correctly-led Open-ended Question,Character Emotion Attribute,Did the man in the white T-shirt smile wryly and look disappointed as he took out his things?,44.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ZQQ6XGuLtyU,"[""What is the expression on the man's face while he is taking out his things?"", ""What is the color of the man's T-shirt?"", 'What items is the man taking out?', ""Is there any indication of disappointment in the man's body language?"", 'What context or situation is the man in while taking out his things?']"
283,283,0357-3,ZQQ6XGuLtyU,Wrongly-led Open-ended Question,Character Emotion Attribute,Did the man in the white T-shirt feel satisfied and happy when he took out his things?,44.44,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/ZQQ6XGuLtyU,"[""What is the expression on the man in the white T-shirt's face when he takes out his things?"", 'What body language does the man in the white T-shirt exhibit when he takes out his things?', 'What items does the man in the white T-shirt take out?', 'What is the context or setting in which the man in the white T-shirt is taking out his things?', 'Are there any other people present, and what are their reactions to the man in the white T-shirt?', 'Is there any visual indication of satisfaction or happiness in the scene?']"
284,284,0357-7,ZQQ6XGuLtyU,Multiple-choice Question with a Single Correct Answer,Character Emotion Attribute,"What is the person who opens the third hidden item wearing?
A. A black jacket
B. A white texuture T-shirt
C. A white T-shirt
D. A pink t-shirt with green text",44.44,"E. None of the above
Select one best answer to the above multiple-choice question based on the video. Respond with only the letter (A, B, C, D or E) of the correct option.",,https://www.youtube.com/shorts/ZQQ6XGuLtyU,"['What is the clothing of the person who opens the third hidden item?', 'What color is the black jacket?', 'What is the texture of the white texture T-shirt?', 'What color is the white T-shirt?', 'What color is the pink t-shirt and what text is on it?', 'Are there any other clothing items that the person is wearing?']"
285,285,0358-0,vln9tIS2yWg,Primary Open-ended Question,Objective Causality,Why didn't the woman in white fall on the trampoline?,19.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vln9tIS2yWg,"['What is the position of the woman in white relative to the trampoline?', 'What is the condition of the trampoline at the time the woman in white is near it?', 'Are there any other objects or people that could affect the woman in white’s balance?', 'What is the posture or movement of the woman in white as she approaches the trampoline?', 'Is there any visible support or safety equipment that the woman in white is using?']"
286,286,0358-1,vln9tIS2yWg,Paraphrased Open-ended Question,Objective Causality,What prevented the woman in white from falling onto the trampoline?,19.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vln9tIS2yWg,"['What is the position of the woman in white relative to the trampoline?', 'Are there any objects or people around the woman in white that could prevent her from falling?', 'What is the state of the trampoline (e.g., is it being used, is it stable)?', 'Is the woman in white holding onto anything that could provide support?', 'What is the posture or movement of the woman in white at the moment?', 'Are there any safety measures in place (e.g., nets, padding) that could prevent her from falling?']"
287,287,0358-2,vln9tIS2yWg,Correctly-led Open-ended Question,Objective Causality,Did the woman in white avoid falling on the trampoline because the man behind her didn't push her?,19.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vln9tIS2yWg,"['Is the woman in white on the trampoline?', 'Is there a man behind the woman in white?', 'What is the position of the man relative to the woman?', 'Is the man pushing the woman?', ""What is the woman's reaction or action on the trampoline?"", 'Did the woman fall or remain upright on the trampoline?', ""What factors could have contributed to the woman's ability to avoid falling?""]"
288,288,0358-3,vln9tIS2yWg,Wrongly-led Open-ended Question,Objective Causality,Did the woman in white avoid falling on the trampoline because she jumped off herself?,19.97,Please state your answer with a brief explanation.,,https://www.youtube.com/shorts/vln9tIS2yWg,"['Is the woman in white jumping off the trampoline?', 'What is the position of the woman in white relative to the trampoline?', ""Are there any other people or objects that could affect the woman in white's fall?"", 'What is the state of the trampoline at the moment the woman in white jumps off?', 'Did the woman in white land safely after jumping off the trampoline?']"
